score,episodes,duration,popularity,favorites,scored_by,Cluster,genres,type,rating
8.76,28.0,24.0,160.0,229.5,37650.25,0,Adventure,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,28.5,24.0,3.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,24.0,24.0,14.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,1.0,24.0,2334.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,10.0,23.0,21.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,28.5,24.0,344.0000000000009,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,1.0,1.0,1536.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,28.5,23.0,8.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,28.5,24.0,401.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,13.0,24.0,758.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,28.5,26.0,761.0000000000009,229.5,37650.25,0,Drama,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,13.0,24.0,373.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,12.0,24.0,785.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,13.0,23.0,168.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,13.0,23.0,460.0000000000009,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,24.0,24.0,120.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,28.5,24.0,145.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,1.0,2.0,20.0,229.5,37650.25,0,Award Winning,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,22.0,25.0,589.9999999999991,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,25.0,24.0,47.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,1.0,1.0,1037.999999999999,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,24.0,22.0,417.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,14.0,24.0,1233.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,28.5,24.0,123.0,229.5,37650.25,0,Drama,R+ - Mild Nudity,R+ - Mild Nudity
8.76,13.0,23.0,643.9999999999991,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,2.0,1.0,289.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,7.0,22.0,593.0,229.5,37650.25,0,Comedy,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,1.0,2.0,339.0,229.5,37650.25,0,Award Winning,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,26.0,25.0,2033.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,1.0,1.0,11.0,229.5,37650.25,0,Award Winning,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,1.0,2.0,4169.0,220.0,5737.0,1,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,24.0,25.0,297.0000000000009,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,12.0,24.0,1169.999999999999,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,13.0,24.0,73.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,2.0,3.0,8044.0,229.5,2297.0,1,Drama,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,1.0,1.0,493.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,16.0,23.0,33.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,28.5,23.0,361.0,229.5,37650.25,0,Sports,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,24.0,24.0,1179.0,229.5,28685.0,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,10.0,24.0,116.0,229.5,37650.25,0,Sports,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,1.0,2.0,44.0,229.5,37650.25,0,Adventure,PG - Children,PG - Children
8.76,13.0,23.0,1045.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,26.0,25.0,316.0,229.5,37650.25,0,Comedy,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,12.0,23.0,333.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.76,24.0,24.0,72.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,23.0,23.0,138.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.76,12.0,23.0,99.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.75,26.0,24.0,42.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.74,1.0,1.0,812.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.74,28.5,24.0,3088.0,229.5,22703.0,2,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.73,1.0,3.0,4553.0,229.5,18481.0,2,unknown,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.73,1.0,2.0,3007.0,229.5,26917.0,0,Award Winning,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.73,26.0,24.0,2686.0,229.5,32218.0,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.73,11.0,23.0,586.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.73,2.0,24.0,17.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.72,13.0,24.0,3480.0,229.5,19543.0,2,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.72,13.0,24.0,2529.0,229.5,29921.0,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.72,10.0,23.0,929.9999999999991,229.5,37650.25,0,Adventure,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.72,11.0,26.0,77.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.71,12.0,23.0,276.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.71,12.0,23.0,423.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.7,13.0,24.0,748.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.7,12.0,24.0,1323.999999999999,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.7,25.0,24.0,22.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.7,4.0,29.0,912.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.69,14.0,25.0,2482.0,229.5,28754.0,0,Comedy,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.69,14.0,24.0,1213.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.69,10.0,24.0,838.0000000000009,229.5,37650.25,0,Adventure,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.68,13.0,24.0,46.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.68,28.5,25.0,221.0,229.5,37650.25,0,Comedy,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.68,12.0,24.0,2421.0,229.5,30940.0,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.67,1.0,54.0,1658.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.67,26.0,23.0,865.0,229.5,37650.25,0,Sports,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.67,1.0,1.0,100.0,229.5,37650.25,0,Adventure,G - All Ages,G - All Ages
8.66,16.0,23.0,707.0000000000009,229.5,37650.25,0,Drama,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.66,12.0,24.0,3208.0,229.5,19050.0,2,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.66,1.0,2.0,106.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.65,1.0,2.0,673.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.65,13.0,23.0,514.0000000000009,229.5,37650.25,0,Award Winning,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.65,26.0,23.0,223.0,229.5,37650.25,0,Adventure,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.64,13.0,25.0,91.0,229.5,37650.25,0,Adventure,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.64,12.0,23.0,166.0,229.5,37650.25,0,Adventure,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.64,12.0,24.0,1746.0,229.5,37650.25,0,Drama,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.64,22.0,22.0,24.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.63,13.0,24.0,1025.0,229.5,37650.25,0,Slice of Life,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.63,27.0,24.0,67.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.63,12.0,23.0,18.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.62,11.0,23.0,1188.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.62,1.0,1.0,1452.0,229.5,37650.25,0,Sports,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.62,12.0,24.0,98.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.62,11.0,23.0,600.0,229.5,37650.25,0,Award Winning,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.62,28.5,23.0,2.0,229.5,37650.25,0,Supernatural,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.62,25.0,24.0,88.0,229.5,37650.25,0,Sports,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.61,24.0,25.0,535.9999999999991,229.5,37650.25,0,Adventure,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.61,11.0,23.0,1314.0,229.5,37650.25,0,Slice of Life,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.61,10.0,25.0,215.0,229.5,37650.25,0,Action,R+ - Mild Nudity,R+ - Mild Nudity
8.61,25.0,22.0,933.0,229.5,37650.25,0,Sports,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.61,1.0,1.0,481.0,229.5,37650.25,0,Adventure,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.61,12.0,25.0,488.9999999999991,229.5,37650.25,0,Adventure,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.6,25.0,23.0,303.9999999999991,229.5,37650.25,0,Action,R+ - Mild Nudity,R+ - Mild Nudity
8.59,12.0,23.0,3515.0,229.5,11518.0,2,Slice of Life,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.59,13.0,25.0,583.0000000000009,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.59,11.0,30.0,198.0,229.5,37650.25,0,Award Winning,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.59,1.0,2.0,1152.0,229.5,37650.25,0,Action,R+ - Mild Nudity,R+ - Mild Nudity
8.59,1.0,1.0,285.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.59,1.0,2.0,367.0000000000009,229.5,37650.25,0,Award Winning,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.58,1.0,2.0,630.0000000000009,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.58,28.5,23.0,152.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.58,1.0,47.0,1802.0,229.5,37650.25,0,Adventure,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.58,13.0,24.0,7116.0,193.0,4133.0,1,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.56,12.0,23.0,347.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.56,11.0,23.0,1308.0,229.5,37650.25,0,Slice of Life,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.56,1.0,1.0,517.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.56,1.0,1.0,239.0,229.5,37650.25,0,Award Winning,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.56,13.0,24.0,995.0,229.5,37650.25,0,Slice of Life,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.56,25.0,24.0,1.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.56,28.5,22.0,298.0,229.5,37650.25,0,Drama,R+ - Mild Nudity,R+ - Mild Nudity
8.56,24.0,23.0,13.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.56,1.0,1.0,71.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.55,13.0,26.0,877.0000000000009,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.55,1.0,1.0,164.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.55,11.0,22.0,511.0,229.5,37650.25,0,Award Winning,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.55,1.0,1.0,280.0,229.5,37650.25,0,Avant Garde,R+ - Mild Nudity,R+ - Mild Nudity
8.55,28.5,23.0,808.0,229.5,37650.25,0,Sports,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.55,12.0,23.0,219.0,229.5,37650.25,0,Sports,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.55,1.0,1.0,175.0,229.5,37650.25,0,Action,R+ - Mild Nudity,R+ - Mild Nudity
8.54,23.0,23.0,203.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.54,12.0,24.0,136.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.54,25.0,23.0,434.9999999999991,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.53,14.0,24.0,1074.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.53,1.0,45.0,1686.999999999999,202.0,37650.25,0,Adventure,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.53,13.0,24.0,1014.0,229.5,37650.25,0,Slice of Life,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.53,1.0,1.0,299.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.52,12.0,24.0,12.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.52,13.0,23.0,1230.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.52,1.0,1.0,1490.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.52,1.0,2.0,4899.0,229.5,9663.0,2,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.52,25.0,24.0,759.9999999999991,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.51,13.0,23.0,447.0,229.5,37650.25,0,Adventure,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.51,1.0,1.0,1052.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.51,26.0,25.0,1114.999999999999,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.51,26.0,24.0,109.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.5,5.0,1.0,2461.000000000001,229.5,26133.0,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.5,13.0,23.0,1089.0,229.5,37650.25,0,Slice of Life,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.5,28.5,23.0,128.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.5,1.0,21.0,3168.0,229.5,28161.0,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.5,23.0,22.0,314.0,229.5,37650.25,0,Adventure,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.49,25.0,25.0,1701.0,229.5,24972.0,2,Drama,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.49,1.0,1.0,628.9999999999991,229.5,37650.25,0,Award Winning,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.49,12.0,24.0,28.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.49,12.0,24.0,4.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.48,12.0,22.0,39.0,229.5,37650.25,0,Mystery,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.48,28.5,24.0,1272.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.48,25.0,23.0,86.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.48,13.0,24.0,1787.0,229.5,33322.0,0,Fantasy,G - All Ages,G - All Ages
8.47,1.0,1.0,604.9999999999991,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.47,12.0,24.0,61.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.47,25.0,23.0,387.0,229.5,37650.25,0,Mystery,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.47,26.0,23.0,194.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.46,8.0,24.0,2065.999999999999,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.46,15.0,25.0,1068.999999999999,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.46,24.0,22.0,202.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.46,12.0,24.0,62.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.46,26.0,22.0,608.0,229.5,37650.25,0,Drama,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.46,2.0,24.0,2475.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.46,28.5,23.0,295.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.46,24.0,22.0,1658.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.45,1.0,1.0,6641.0,108.0,3044.0,1,Sports,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.45,8.0,1.0,1253.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.45,12.0,26.0,484.0,229.5,37650.25,0,Comedy,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.45,1.0,1.0,376.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.45,28.5,24.0,6948.0,229.5,3098.0,1,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.44,6.0,28.0,1087.0,229.5,37650.25,0,Comedy,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.44,24.0,23.0,131.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.44,12.0,24.0,248.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.44,26.0,23.0,5.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.44,25.0,24.0,37.0,229.5,37650.25,0,Sports,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.43,12.0,23.0,512.0,229.5,37650.25,0,Adventure,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.43,12.0,29.0,180.0,229.5,37650.25,0,Drama,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.43,1.0,1.0,2469.000000000001,229.5,37650.25,0,Romance,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.43,13.0,23.0,797.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.43,12.0,23.0,1395.000000000001,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.42,1.0,47.0,2142.0,125.0,37650.25,0,Adventure,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.42,1.0,1.0,2581.0,220.0,28451.0,0,Slice of Life,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.42,13.0,23.0,1352.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.42,2.0,1.0,3487.0,44.0,17493.0,2,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.42,11.0,26.0,1568.0,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.42,26.0,25.0,607.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.42,1.0,1.0,1320.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.42,1.0,1.0,241.0,229.5,37650.25,0,Adventure,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.42,28.5,23.0,375.0000000000009,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.42,10.0,16.0,2680.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.41,28.5,5.0,132.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.41,24.0,24.0,326.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.41,2.0,27.0,439.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.41,1.0,1.0,147.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.41,12.0,22.0,734.0,229.5,37650.25,0,Horror,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.41,1.0,1.0,535.9999999999991,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.4,1.0,9.0,3932.0,118.0,21440.0,2,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.4,2.0,23.0,3303.0,77.0,22726.0,2,Slice of Life,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.4,4.0,30.0,1439.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.4,12.0,25.0,52.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.39,1.0,1.0,521.0000000000009,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.39,1.0,2.0,6074.0,224.0,6390.0,1,Adventure,G - All Ages,G - All Ages
8.39,12.0,24.0,490.0000000000009,229.5,37650.25,0,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.39,25.0,24.0,2702.0,229.5,37650.25,0,Sports,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.39,13.0,24.0,411.9999999999991,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.39,1.0,1.0,3880.0,229.5,12918.0,2,unknown,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.39,1.0,2.0,2415.000000000001,229.5,31258.0,0,Slice of Life,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.38,13.0,23.0,2161.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.38,1.0,1.0,1646.0,229.5,37650.25,0,Adventure,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.38,23.0,23.0,815.0000000000009,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.38,1.0,1.0,509.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.38,1.0,1.0,1971.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.38,12.0,24.0,1285.0,229.5,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.38,25.0,22.0,1064.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.38,2.0,25.0,2388.0,141.0,37650.25,0,Comedy,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.38,1.0,1.0,635.9999999999991,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.37,6.0,32.0,3672.0,229.5,10478.0,2,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.37,28.5,21.0,10415.0,37.0,1600.0,1,Action,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.37,1.0,2.0,1215.999999999999,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
8.37,28.5,23.0,1859.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.37,22.0,25.0,311.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.37,1.0,1.0,1228.0,229.5,37650.25,0,Drama,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.37,12.0,24.0,104.0,229.5,37650.25,0,Award Winning,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.37,13.0,24.0,172.0,229.5,37650.25,0,Sports,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.37,12.0,22.0,320.0000000000009,229.5,37650.25,0,Slice of Life,PG-13 - Teens 13 or older,PG-13 - Teens 13 or older
8.36,1.0,1.0,427.0,229.5,37650.25,0,Action,R - 17+ (violence & profanity),R - 17+ (violence & profanity)
