score,genres,type,episodes,duration,rating,popularity,favorites,scored_by
2.9729395577944238,1,2,2.111252589566979,0.547938909703292,2,-1.517985141306066,1.9249416588539652,37650.25
2.9729395577944238,0,3,2.164526472362537,0.547938909703292,3,-1.5466152426995645,1.9249416588539652,37650.25
2.9729395577944238,6,2,1.6850615272025151,0.547938909703292,2,-1.5446093120286823,1.9249416588539652,37650.25
2.9729395577944238,0,2,-0.765537081393151,0.547938909703292,2,-1.1215402978062876,1.9249416588539652,37650.25
2.9729395577944238,0,3,0.19339280892689226,0.4682121655573469,3,-1.5433328106926665,1.9249416588539652,37650.25
2.9729395577944238,0,2,2.164526472362537,0.547938909703292,2,-1.484431391902221,1.9249416588539652,37650.25
2.9729395577944238,0,2,-0.765537081393151,-1.2857762056534439,2,-1.267061450112094,1.9249416588539652,37650.25
2.9729395577944238,0,2,2.164526472362537,0.4682121655573469,2,-1.5457034560309817,1.9249416588539652,37650.25
2.9729395577944238,0,2,2.164526472362537,0.547938909703292,2,-1.4740370238803777,1.9249416588539652,37650.25
2.9729395577944238,0,2,0.51303610570024,0.547938909703292,2,-1.4089354557435696,1.9249416588539652,37650.25
2.9729395577944238,6,3,2.164526472362537,0.707392397995182,3,-1.4083883837424198,1.9249416588539652,37650.25
2.9729395577944238,0,3,0.51303610570024,0.547938909703292,3,-1.4791430292244412,1.9249416588539652,37650.25
2.9729395577944238,0,2,0.4064883401091241,0.547938909703292,2,-1.4040118077332226,1.9249416588539652,37650.25
2.9729395577944238,5,2,0.51303610570024,0.4682121655573469,2,-1.5165262826363337,1.9249416588539652,37650.25
2.9729395577944238,6,2,0.51303610570024,0.4682121655573469,2,-1.4632779411911012,1.9249416588539652,37650.25
2.9729395577944238,6,2,1.6850615272025151,0.547938909703292,2,-1.525279434654728,1.9249416588539652,37650.25
2.9729395577944238,0,2,2.164526472362537,0.547938909703292,2,-1.5207205013118144,1.9249416588539652,37650.25
2.9729395577944238,3,2,-0.765537081393151,-1.2060494615074988,2,-1.543515168026383,1.9249416588539652,37650.25
2.9729395577944238,6,2,1.4719659960202833,0.627665653849237,2,-1.43957148780795,1.9249416588539652,37650.25
2.9729395577944238,0,3,1.7916092927936313,0.547938909703292,3,-1.5385915200160363,1.9249416588539652,37650.25
2.9729395577944238,0,2,-0.765537081393151,-1.2857762056534439,2,-1.3578754023029358,1.9249416588539652,37650.25
2.9729395577944238,6,2,1.6850615272025151,0.38848542141140185,2,-1.471119306540913,1.9249416588539652,37650.25
2.9729395577944238,0,2,0.619583871291356,0.547938909703292,2,-1.3223157222282085,1.9249416588539652,37650.25
2.9729395577944238,6,4,2.164526472362537,0.547938909703292,4,-1.5247323626535785,1.9249416588539652,37650.25
2.9729395577944238,0,3,0.51303610570024,0.4682121655573469,3,-1.4297241917872563,1.9249416588539652,37650.25
2.9729395577944238,0,3,-0.6589893158020351,-1.2857762056534439,3,-1.4944610452566314,1.9249416588539652,37650.25
2.9729395577944238,5,3,-0.1262504878464555,0.38848542141140185,3,-1.4390244158068002,1.9249416588539652,37650.25
2.9729395577944238,3,2,-0.765537081393151,-1.2060494615074988,2,-1.4853431785708038,1.9249416588539652,37650.25
2.9729395577944238,0,3,1.8981570583847471,0.627665653849237,3,-1.176429855254969,1.9249416588539652,37650.25
2.9729395577944238,3,2,-0.765537081393151,-1.2857762056534439,2,-1.545156384029832,1.9249416588539652,37650.25
2.9729395577944238,0,3,-0.765537081393151,-1.2060494615074988,3,-0.7869145904364193,1.8158911049870718,5737.0
2.9729395577944238,0,3,1.6850615272025151,0.627665653849237,3,-1.4930021865868988,1.9249416588539652,37650.25
2.9729395577944238,0,2,0.4064883401091241,0.547938909703292,2,-1.3338042342523513,1.9249416588539652,37650.25
2.9729395577944238,0,2,0.51303610570024,0.547938909703292,2,-1.5338502293394058,1.9249416588539652,37650.25
2.9729395577944238,6,3,-0.6589893158020351,-1.1263227173615538,3,-0.0802799222847901,1.9249416588539652,2297.0
2.9729395577944238,0,3,-0.765537081393151,-1.2857762056534439,3,-1.4572601491784551,1.9249416588539652,37650.25
2.9729395577944238,0,3,0.8326794024735878,0.4682121655573469,3,-1.541144522688068,1.9249416588539652,37650.25
2.9729395577944238,18,2,2.164526472362537,0.4682121655573469,2,-1.4813313172290397,1.9249416588539652,37650.25
2.9729395577944238,6,2,1.6850615272025151,0.547938909703292,2,-1.3321630182489022,1.9249416588539652,28685.0
2.9729395577944238,18,2,0.19339280892689226,0.547938909703292,2,-1.5260088639895943,1.9249416588539652,37650.25
2.9729395577944238,1,1,-0.765537081393151,-1.2060494615074988,1,-1.5391385920171858,1.9249416588539652,37650.25
2.9729395577944238,5,2,0.51303610570024,0.4682121655573469,2,-1.35659890096692,1.9249416588539652,37650.25
2.9729395577944238,5,3,1.8981570583847471,0.627665653849237,3,-1.4895373972462844,1.9249416588539652,37650.25
2.9729395577944238,5,2,0.4064883401091241,0.4682121655573469,2,-1.4864373225731031,1.9249416588539652,37650.25
2.9729395577944238,0,3,1.6850615272025151,0.547938909703292,3,-1.5340325866731226,1.9249416588539652,37650.25
2.9729395577944238,0,3,1.5785137616113993,0.4682121655573469,3,-1.5219970026478302,1.9249416588539652,37650.25
2.9729395577944238,0,3,0.4064883401091241,0.4682121655573469,3,-1.5291089386627756,1.9249416588539652,37650.25
2.9586962876208815,0,3,1.8981570583847471,0.547938909703292,3,-1.5395033066846189,1.9249416588539652,37650.25
2.944453017447339,5,2,-0.765537081393151,-1.2857762056534439,2,-1.399088159722876,1.9249416588539652,37650.25
2.944453017447339,6,2,2.164526472362537,0.547938909703292,2,-0.9840428681840093,1.9249416588539652,22703.0
2.9302097472737967,21,2,-0.765537081393151,-1.1263227173615538,2,-0.7168893742892644,1.9249416588539652,18481.0
2.9302097472737967,3,2,-0.765537081393151,-1.2060494615074988,2,-0.9988138122150498,1.9249416588539652,26917.0
2.9302097472737967,0,3,1.8981570583847471,0.547938909703292,3,-1.057350516338062,1.9249416588539652,32218.0
2.9302097472737967,6,2,0.2999405745180082,0.4682121655573469,2,-1.440300917142816,1.9249416588539652,37650.25
2.9302097472737967,0,2,-0.6589893158020351,0.547938909703292,2,-1.5440622400275328,1.9249416588539652,37650.25
2.915966477100254,0,3,0.51303610570024,0.547938909703292,3,-0.9125587933671219,1.9249416588539652,19543.0
2.915966477100254,6,2,0.51303610570024,0.547938909703292,2,-1.0859806177315605,1.9249416588539652,29921.0
2.915966477100254,1,2,0.19339280892689226,0.4682121655573469,2,-1.3775699943443231,1.9249416588539652,37650.25
2.915966477100254,0,3,0.2999405745180082,0.707392397995182,3,-1.5331208000045398,1.9249416588539652,37650.25
2.901723206926712,0,2,0.4064883401091241,0.4682121655573469,2,-1.4968316905949464,1.9249416588539652,37650.25
2.901723206926712,0,3,0.4064883401091241,0.4682121655573469,3,-1.4700251625386136,1.9249416588539652,37650.25
2.887479936753167,0,3,0.51303610570024,0.547938909703292,3,-1.410759029080735,1.9249416588539652,37650.25
2.887479936753167,6,2,0.4064883401091241,0.547938909703292,2,-1.3057212048600026,1.9249416588539652,37650.25
2.887479936753167,0,3,1.7916092927936313,0.547938909703292,3,-1.54315045335895,1.9249416588539652,37650.25
2.887479936753167,0,3,-0.4458937846198033,0.9465726304330171,3,-1.380852426351221,1.9249416588539652,37650.25
2.8732366665796243,5,3,0.619583871291356,0.627665653849237,3,-1.0945514124162383,1.9249416588539652,28754.0
2.8732366665796243,0,3,0.619583871291356,0.547938909703292,3,-1.3259628689025396,1.9249416588539652,37650.25
2.8732366665796243,1,2,0.19339280892689226,0.547938909703292,2,-1.3943468690462455,1.9249416588539652,37650.25
2.858993396406082,6,2,0.51303610570024,0.547938909703292,2,-1.5387738773497528,1.9249416588539652,37650.25
2.858993396406082,5,3,2.164526472362537,0.627665653849237,3,-1.5068613439493566,1.9249416588539652,37650.25
2.858993396406082,0,3,0.4064883401091241,0.547938909703292,3,-1.1056752097729479,1.9249416588539652,30940.0
2.8447501262325394,6,2,-0.765537081393151,2.939741234081643,2,-1.244813855398675,1.9249416588539652,37650.25
2.8447501262325394,18,2,1.8981570583847471,0.4682121655573469,2,-1.3894232210358988,1.9249416588539652,37650.25
2.8447501262325394,1,0,-0.765537081393151,-1.2857762056534439,0,-1.5289265813290591,1.9249416588539652,37650.25
2.830506856058997,6,3,0.8326794024735878,0.4682121655573469,3,-1.4182356797631135,1.9249416588539652,37650.25
2.830506856058997,0,2,0.4064883401091241,0.547938909703292,2,-0.9621599881380234,1.9249416588539652,19050.0
2.830506856058997,0,2,-0.765537081393151,-1.2060494615074988,2,-1.5278324373267598,1.9249416588539652,37650.25
2.8162635858854546,0,3,-0.765537081393151,-1.2060494615074988,3,-1.4244358291094763,1.9249416588539652,37650.25
2.8162635858854546,3,2,0.51303610570024,0.4682121655573469,2,-1.4534306451704075,1.9249416588539652,37650.25
2.8162635858854546,1,2,1.8981570583847471,0.4682121655573469,2,-1.5064966292819235,1.9249416588539652,37650.25
2.8020203157119123,1,3,0.51303610570024,0.627665653849237,3,-1.530567797332508,1.9249416588539652,37650.25
2.8020203157119123,1,3,0.4064883401091241,0.4682121655573469,3,-1.5168909973037668,1.9249416588539652,37650.25
2.8020203157119123,6,3,0.4064883401091241,0.547938909703292,3,-1.2287664100316187,1.9249416588539652,37650.25
2.8020203157119123,6,2,1.4719659960202833,0.38848542141140185,2,-1.542785738691517,1.9249416588539652,37650.25
2.7877770455383697,17,2,0.51303610570024,0.547938909703292,2,-1.3602460476412508,1.9249416588539652,37650.25
2.7877770455383697,0,2,2.004704823975863,0.547938909703292,2,-1.5349443733417052,1.9249416588539652,37650.25
2.7877770455383697,0,3,0.4064883401091241,0.4682121655573469,3,-1.5438798826938163,1.9249416588539652,37650.25
2.773533775364825,0,3,0.2999405745180082,0.4682121655573469,3,-1.3305218022454532,1.9249416588539652,37650.25
2.773533775364825,18,2,-0.765537081393151,-1.2857762056534439,2,-1.2823794661442842,1.9249416588539652,37650.25
2.773533775364825,5,2,0.4064883401091241,0.547938909703292,2,-1.5292912959964922,1.9249416588539652,37650.25
2.773533775364825,3,2,0.2999405745180082,0.4682121655573469,2,-1.4377479144707843,1.9249416588539652,37650.25
2.773533775364825,19,3,2.164526472362537,0.4682121655573469,3,-1.546797600033281,1.9249416588539652,37650.25
2.773533775364825,18,2,1.7916092927936313,0.547938909703292,2,-1.5311148693336578,1.9249416588539652,37650.25
2.7592905051912826,1,3,1.6850615272025151,0.627665653849237,3,-1.4494187838286436,1.9249416588539652,37650.25
2.7592905051912826,17,2,0.2999405745180082,0.4682121655573469,2,-1.307544778197168,1.9249416588539652,37650.25
2.7592905051912826,0,4,0.19339280892689226,0.627665653849237,4,-1.507955487951656,1.9249416588539652,37650.25
2.7592905051912826,18,2,1.7916092927936313,0.38848542141140185,2,-1.3770229223431734,1.9249416588539652,37650.25
2.7592905051912826,1,3,-0.765537081393151,-1.2857762056534439,3,-1.4594484371830538,1.9249416588539652,37650.25
2.7592905051912826,1,3,0.4064883401091241,0.627665653849237,3,-1.4579895785133214,1.9249416588539652,37650.25
2.74504723501774,0,4,1.7916092927936313,0.4682121655573469,4,-1.4917256852508831,1.9249416588539652,37650.25
2.7308039648441977,17,2,0.4064883401091241,0.4682121655573469,2,-0.9061762866870426,1.9249416588539652,11518.0
2.7308039648441977,6,2,0.51303610570024,0.627665653849237,2,-1.4408479891439656,1.9249416588539652,37650.25
2.7308039648441977,3,2,0.2999405745180082,1.0262993745789621,2,-1.5110555626248372,1.9249416588539652,37650.25
2.7308039648441977,0,4,-0.765537081393151,-1.2060494615074988,4,-1.337086666259249,1.9249416588539652,37650.25
2.7308039648441977,6,2,-0.765537081393151,-1.2857762056534439,2,-1.4951904745914975,1.9249416588539652,37650.25
2.7308039648441977,3,2,-0.765537081393151,-1.2060494615074988,2,-1.4802371732267403,1.9249416588539652,37650.25
2.7165606946706555,0,2,-0.765537081393151,-1.2060494615074988,2,-1.4322771944592878,1.9249416588539652,37650.25
2.7165606946706555,0,3,2.164526472362537,0.4682121655573469,3,-1.5194439999757985,1.9249416588539652,37650.25
2.7165606946706555,1,2,-0.765537081393151,2.381654025060028,2,-1.218554399343492,1.9249416588539652,37650.25
2.7165606946706555,0,2,0.51303610570024,0.547938909703292,2,-0.249507527973748,1.505957951891691,4133.0
2.6880741543235707,0,3,0.4064883401091241,0.4682121655573469,3,-1.4838843199010714,1.9249416588539652,37650.25
2.6880741543235707,17,2,0.2999405745180082,0.4682121655573469,2,-1.3086389221994674,1.9249416588539652,37650.25
