score,genres,type,episodes,duration,rating,popularity,favorites,scored_by
8.76,Adventure,PG-13 - Teens 13 or older,28.0,24.0,PG-13 - Teens 13 or older,160,229.5,37650.25
8.76,Action,R - 17+ (violence & profanity),28.5,24.0,R - 17+ (violence & profanity),3,229.5,37650.25
8.76,Drama,PG-13 - Teens 13 or older,24.0,24.0,PG-13 - Teens 13 or older,14,229.5,37650.25
8.76,Action,PG-13 - Teens 13 or older,1.0,24.0,PG-13 - Teens 13 or older,2334,229.5,37650.25
8.76,Action,R - 17+ (violence & profanity),10.0,23.0,R - 17+ (violence & profanity),21,229.5,37650.25
8.76,Action,PG-13 - Teens 13 or older,28.5,24.0,PG-13 - Teens 13 or older,344,229.5,37650.25
8.76,Action,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,1536,229.5,37650.25
8.76,Action,PG-13 - Teens 13 or older,28.5,23.0,PG-13 - Teens 13 or older,8,229.5,37650.25
8.76,Action,PG-13 - Teens 13 or older,28.5,24.0,PG-13 - Teens 13 or older,401,229.5,37650.25
8.76,Action,PG-13 - Teens 13 or older,13.0,24.0,PG-13 - Teens 13 or older,758,229.5,37650.25
8.76,Drama,R - 17+ (violence & profanity),28.5,26.0,R - 17+ (violence & profanity),761,229.5,37650.25
8.76,Action,R - 17+ (violence & profanity),13.0,24.0,R - 17+ (violence & profanity),373,229.5,37650.25
8.76,Action,PG-13 - Teens 13 or older,12.0,24.0,PG-13 - Teens 13 or older,785,229.5,37650.25
8.76,Comedy,PG-13 - Teens 13 or older,13.0,23.0,PG-13 - Teens 13 or older,168,229.5,37650.25
8.76,Drama,PG-13 - Teens 13 or older,13.0,23.0,PG-13 - Teens 13 or older,460,229.5,37650.25
8.76,Drama,PG-13 - Teens 13 or older,24.0,24.0,PG-13 - Teens 13 or older,120,229.5,37650.25
8.76,Action,PG-13 - Teens 13 or older,28.5,24.0,PG-13 - Teens 13 or older,145,229.5,37650.25
8.76,Award Winning,PG-13 - Teens 13 or older,1.0,2.0,PG-13 - Teens 13 or older,20,229.5,37650.25
8.76,Drama,PG-13 - Teens 13 or older,22.0,25.0,PG-13 - Teens 13 or older,590,229.5,37650.25
8.76,Action,R - 17+ (violence & profanity),25.0,24.0,R - 17+ (violence & profanity),47,229.5,37650.25
8.76,Action,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,1038,229.5,37650.25
8.76,Drama,PG-13 - Teens 13 or older,24.0,22.0,PG-13 - Teens 13 or older,417,229.5,37650.25
8.76,Action,PG-13 - Teens 13 or older,14.0,24.0,PG-13 - Teens 13 or older,1233,229.5,37650.25
8.76,Drama,R+ - Mild Nudity,28.5,24.0,R+ - Mild Nudity,123,229.5,37650.25
8.76,Action,R - 17+ (violence & profanity),13.0,23.0,R - 17+ (violence & profanity),644,229.5,37650.25
8.76,Action,R - 17+ (violence & profanity),2.0,1.0,R - 17+ (violence & profanity),289,229.5,37650.25
8.76,Comedy,R - 17+ (violence & profanity),7.0,22.0,R - 17+ (violence & profanity),593,229.5,37650.25
8.76,Award Winning,PG-13 - Teens 13 or older,1.0,2.0,PG-13 - Teens 13 or older,339,229.5,37650.25
8.76,Action,R - 17+ (violence & profanity),26.0,25.0,R - 17+ (violence & profanity),2033,229.5,37650.25
8.76,Award Winning,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,11,229.5,37650.25
8.76,Action,R - 17+ (violence & profanity),1.0,2.0,R - 17+ (violence & profanity),4169,220.0,5737.0
8.76,Action,R - 17+ (violence & profanity),24.0,25.0,R - 17+ (violence & profanity),297,229.5,37650.25
8.76,Action,PG-13 - Teens 13 or older,12.0,24.0,PG-13 - Teens 13 or older,1170,229.5,37650.25
8.76,Action,PG-13 - Teens 13 or older,13.0,24.0,PG-13 - Teens 13 or older,73,229.5,37650.25
8.76,Drama,R - 17+ (violence & profanity),2.0,3.0,R - 17+ (violence & profanity),8044,229.5,2297.0
8.76,Action,R - 17+ (violence & profanity),1.0,1.0,R - 17+ (violence & profanity),493,229.5,37650.25
8.76,Action,R - 17+ (violence & profanity),16.0,23.0,R - 17+ (violence & profanity),33,229.5,37650.25
8.76,Sports,PG-13 - Teens 13 or older,28.5,23.0,PG-13 - Teens 13 or older,361,229.5,37650.25
8.76,Drama,PG-13 - Teens 13 or older,24.0,24.0,PG-13 - Teens 13 or older,1179,229.5,28685.0
8.76,Sports,PG-13 - Teens 13 or older,10.0,24.0,PG-13 - Teens 13 or older,116,229.5,37650.25
8.76,Adventure,PG - Children,1.0,2.0,PG - Children,44,229.5,37650.25
8.76,Comedy,PG-13 - Teens 13 or older,13.0,23.0,PG-13 - Teens 13 or older,1045,229.5,37650.25
8.76,Comedy,R - 17+ (violence & profanity),26.0,25.0,R - 17+ (violence & profanity),316,229.5,37650.25
8.76,Comedy,PG-13 - Teens 13 or older,12.0,23.0,PG-13 - Teens 13 or older,333,229.5,37650.25
8.76,Action,R - 17+ (violence & profanity),24.0,24.0,R - 17+ (violence & profanity),72,229.5,37650.25
8.76,Action,R - 17+ (violence & profanity),23.0,23.0,R - 17+ (violence & profanity),138,229.5,37650.25
8.76,Action,R - 17+ (violence & profanity),12.0,23.0,R - 17+ (violence & profanity),99,229.5,37650.25
8.75,Action,R - 17+ (violence & profanity),26.0,24.0,R - 17+ (violence & profanity),42,229.5,37650.25
8.74,Comedy,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,812,229.5,37650.25
8.74,Drama,PG-13 - Teens 13 or older,28.5,24.0,PG-13 - Teens 13 or older,3088,229.5,22703.0
8.73,unknown,PG-13 - Teens 13 or older,1.0,3.0,PG-13 - Teens 13 or older,4553,229.5,18481.0
8.73,Award Winning,PG-13 - Teens 13 or older,1.0,2.0,PG-13 - Teens 13 or older,3007,229.5,26917.0
8.73,Action,R - 17+ (violence & profanity),26.0,24.0,R - 17+ (violence & profanity),2686,229.5,32218.0
8.73,Drama,PG-13 - Teens 13 or older,11.0,23.0,PG-13 - Teens 13 or older,586,229.5,37650.25
8.73,Action,PG-13 - Teens 13 or older,2.0,24.0,PG-13 - Teens 13 or older,17,229.5,37650.25
8.72,Action,R - 17+ (violence & profanity),13.0,24.0,R - 17+ (violence & profanity),3480,229.5,19543.0
8.72,Drama,PG-13 - Teens 13 or older,13.0,24.0,PG-13 - Teens 13 or older,2529,229.5,29921.0
8.72,Adventure,PG-13 - Teens 13 or older,10.0,23.0,PG-13 - Teens 13 or older,930,229.5,37650.25
8.72,Action,R - 17+ (violence & profanity),11.0,26.0,R - 17+ (violence & profanity),77,229.5,37650.25
8.71,Action,PG-13 - Teens 13 or older,12.0,23.0,PG-13 - Teens 13 or older,276,229.5,37650.25
8.71,Action,R - 17+ (violence & profanity),12.0,23.0,R - 17+ (violence & profanity),423,229.5,37650.25
8.7,Action,R - 17+ (violence & profanity),13.0,24.0,R - 17+ (violence & profanity),748,229.5,37650.25
8.7,Drama,PG-13 - Teens 13 or older,12.0,24.0,PG-13 - Teens 13 or older,1324,229.5,37650.25
8.7,Action,R - 17+ (violence & profanity),25.0,24.0,R - 17+ (violence & profanity),22,229.5,37650.25
8.7,Action,R - 17+ (violence & profanity),4.0,29.0,R - 17+ (violence & profanity),912,229.5,37650.25
8.69,Comedy,R - 17+ (violence & profanity),14.0,25.0,R - 17+ (violence & profanity),2482,229.5,28754.0
8.69,Action,R - 17+ (violence & profanity),14.0,24.0,R - 17+ (violence & profanity),1213,229.5,37650.25
8.69,Adventure,PG-13 - Teens 13 or older,10.0,24.0,PG-13 - Teens 13 or older,838,229.5,37650.25
8.68,Drama,PG-13 - Teens 13 or older,13.0,24.0,PG-13 - Teens 13 or older,46,229.5,37650.25
8.68,Comedy,R - 17+ (violence & profanity),28.5,25.0,R - 17+ (violence & profanity),221,229.5,37650.25
8.68,Action,R - 17+ (violence & profanity),12.0,24.0,R - 17+ (violence & profanity),2421,229.5,30940.0
8.67,Drama,PG-13 - Teens 13 or older,1.0,54.0,PG-13 - Teens 13 or older,1658,229.5,37650.25
8.67,Sports,PG-13 - Teens 13 or older,26.0,23.0,PG-13 - Teens 13 or older,865,229.5,37650.25
8.67,Adventure,G - All Ages,1.0,1.0,G - All Ages,100,229.5,37650.25
8.66,Drama,R - 17+ (violence & profanity),16.0,23.0,R - 17+ (violence & profanity),707,229.5,37650.25
8.66,Action,PG-13 - Teens 13 or older,12.0,24.0,PG-13 - Teens 13 or older,3208,229.5,19050.0
8.66,Action,PG-13 - Teens 13 or older,1.0,2.0,PG-13 - Teens 13 or older,106,229.5,37650.25
8.65,Action,R - 17+ (violence & profanity),1.0,2.0,R - 17+ (violence & profanity),673,229.5,37650.25
8.65,Award Winning,PG-13 - Teens 13 or older,13.0,23.0,PG-13 - Teens 13 or older,514,229.5,37650.25
8.65,Adventure,PG-13 - Teens 13 or older,26.0,23.0,PG-13 - Teens 13 or older,223,229.5,37650.25
8.64,Adventure,R - 17+ (violence & profanity),13.0,25.0,R - 17+ (violence & profanity),91,229.5,37650.25
8.64,Adventure,R - 17+ (violence & profanity),12.0,23.0,R - 17+ (violence & profanity),166,229.5,37650.25
8.64,Drama,R - 17+ (violence & profanity),12.0,24.0,R - 17+ (violence & profanity),1746,229.5,37650.25
8.64,Drama,PG-13 - Teens 13 or older,22.0,22.0,PG-13 - Teens 13 or older,24,229.5,37650.25
8.63,Slice of Life,PG-13 - Teens 13 or older,13.0,24.0,PG-13 - Teens 13 or older,1025,229.5,37650.25
8.63,Action,PG-13 - Teens 13 or older,27.0,24.0,PG-13 - Teens 13 or older,67,229.5,37650.25
8.63,Action,R - 17+ (violence & profanity),12.0,23.0,R - 17+ (violence & profanity),18,229.5,37650.25
8.62,Action,R - 17+ (violence & profanity),11.0,23.0,R - 17+ (violence & profanity),1188,229.5,37650.25
8.62,Sports,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,1452,229.5,37650.25
8.62,Comedy,PG-13 - Teens 13 or older,12.0,24.0,PG-13 - Teens 13 or older,98,229.5,37650.25
8.62,Award Winning,PG-13 - Teens 13 or older,11.0,23.0,PG-13 - Teens 13 or older,600,229.5,37650.25
8.62,Supernatural,R - 17+ (violence & profanity),28.5,23.0,R - 17+ (violence & profanity),2,229.5,37650.25
8.62,Sports,PG-13 - Teens 13 or older,25.0,24.0,PG-13 - Teens 13 or older,88,229.5,37650.25
8.61,Adventure,R - 17+ (violence & profanity),24.0,25.0,R - 17+ (violence & profanity),536,229.5,37650.25
8.61,Slice of Life,PG-13 - Teens 13 or older,11.0,23.0,PG-13 - Teens 13 or older,1314,229.5,37650.25
8.61,Action,R+ - Mild Nudity,10.0,25.0,R+ - Mild Nudity,215,229.5,37650.25
8.61,Sports,PG-13 - Teens 13 or older,25.0,22.0,PG-13 - Teens 13 or older,933,229.5,37650.25
8.61,Adventure,R - 17+ (violence & profanity),1.0,1.0,R - 17+ (violence & profanity),481,229.5,37650.25
8.61,Adventure,R - 17+ (violence & profanity),12.0,25.0,R - 17+ (violence & profanity),489,229.5,37650.25
8.6,Action,R+ - Mild Nudity,25.0,23.0,R+ - Mild Nudity,304,229.5,37650.25
8.59,Slice of Life,PG-13 - Teens 13 or older,12.0,23.0,PG-13 - Teens 13 or older,3515,229.5,11518.0
8.59,Drama,PG-13 - Teens 13 or older,13.0,25.0,PG-13 - Teens 13 or older,583,229.5,37650.25
8.59,Award Winning,PG-13 - Teens 13 or older,11.0,30.0,PG-13 - Teens 13 or older,198,229.5,37650.25
8.59,Action,R+ - Mild Nudity,1.0,2.0,R+ - Mild Nudity,1152,229.5,37650.25
8.59,Drama,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,285,229.5,37650.25
8.59,Award Winning,PG-13 - Teens 13 or older,1.0,2.0,PG-13 - Teens 13 or older,367,229.5,37650.25
8.58,Action,PG-13 - Teens 13 or older,1.0,2.0,PG-13 - Teens 13 or older,630,229.5,37650.25
8.58,Action,R - 17+ (violence & profanity),28.5,23.0,R - 17+ (violence & profanity),152,229.5,37650.25
8.58,Adventure,PG-13 - Teens 13 or older,1.0,47.0,PG-13 - Teens 13 or older,1802,229.5,37650.25
8.58,Action,PG-13 - Teens 13 or older,13.0,24.0,PG-13 - Teens 13 or older,7116,193.0,4133.0
8.56,Action,R - 17+ (violence & profanity),12.0,23.0,R - 17+ (violence & profanity),347,229.5,37650.25
8.56,Slice of Life,PG-13 - Teens 13 or older,11.0,23.0,PG-13 - Teens 13 or older,1308,229.5,37650.25
8.56,Action,R - 17+ (violence & profanity),1.0,1.0,R - 17+ (violence & profanity),517,229.5,37650.25
8.56,Award Winning,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,239,229.5,37650.25
8.56,Slice of Life,PG-13 - Teens 13 or older,13.0,24.0,PG-13 - Teens 13 or older,995,229.5,37650.25
8.56,Action,R - 17+ (violence & profanity),25.0,24.0,R - 17+ (violence & profanity),1,229.5,37650.25
8.56,Drama,R+ - Mild Nudity,28.5,22.0,R+ - Mild Nudity,298,229.5,37650.25
8.56,Action,R - 17+ (violence & profanity),24.0,23.0,R - 17+ (violence & profanity),13,229.5,37650.25
8.56,Action,R - 17+ (violence & profanity),1.0,1.0,R - 17+ (violence & profanity),71,229.5,37650.25
8.55,Drama,PG-13 - Teens 13 or older,13.0,26.0,PG-13 - Teens 13 or older,877,229.5,37650.25
8.55,Drama,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,164,229.5,37650.25
8.55,Award Winning,R - 17+ (violence & profanity),11.0,22.0,R - 17+ (violence & profanity),511,229.5,37650.25
8.55,Avant Garde,R+ - Mild Nudity,1.0,1.0,R+ - Mild Nudity,280,229.5,37650.25
8.55,Sports,PG-13 - Teens 13 or older,28.5,23.0,PG-13 - Teens 13 or older,808,229.5,37650.25
8.55,Sports,PG-13 - Teens 13 or older,12.0,23.0,PG-13 - Teens 13 or older,219,229.5,37650.25
8.55,Action,R+ - Mild Nudity,1.0,1.0,R+ - Mild Nudity,175,229.5,37650.25
8.54,Drama,PG-13 - Teens 13 or older,23.0,23.0,PG-13 - Teens 13 or older,203,229.5,37650.25
8.54,Action,R - 17+ (violence & profanity),12.0,24.0,R - 17+ (violence & profanity),136,229.5,37650.25
8.54,Drama,PG-13 - Teens 13 or older,25.0,23.0,PG-13 - Teens 13 or older,435,229.5,37650.25
8.53,Action,R - 17+ (violence & profanity),14.0,24.0,R - 17+ (violence & profanity),1074,229.5,37650.25
8.53,Adventure,PG-13 - Teens 13 or older,1.0,45.0,PG-13 - Teens 13 or older,1687,202.0,37650.25
8.53,Slice of Life,PG-13 - Teens 13 or older,13.0,24.0,PG-13 - Teens 13 or older,1014,229.5,37650.25
8.53,Drama,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,299,229.5,37650.25
8.52,Action,R - 17+ (violence & profanity),12.0,24.0,R - 17+ (violence & profanity),12,229.5,37650.25
8.52,Action,PG-13 - Teens 13 or older,13.0,23.0,PG-13 - Teens 13 or older,1230,229.5,37650.25
8.52,Action,R - 17+ (violence & profanity),1.0,1.0,R - 17+ (violence & profanity),1490,229.5,37650.25
8.52,Drama,PG-13 - Teens 13 or older,1.0,2.0,PG-13 - Teens 13 or older,4899,229.5,9663.0
8.52,Comedy,PG-13 - Teens 13 or older,25.0,24.0,PG-13 - Teens 13 or older,760,229.5,37650.25
8.51,Adventure,PG-13 - Teens 13 or older,13.0,23.0,PG-13 - Teens 13 or older,447,229.5,37650.25
8.51,Action,R - 17+ (violence & profanity),1.0,1.0,R - 17+ (violence & profanity),1052,229.5,37650.25
8.51,Action,R - 17+ (violence & profanity),26.0,25.0,R - 17+ (violence & profanity),1115,229.5,37650.25
8.51,Action,R - 17+ (violence & profanity),26.0,24.0,R - 17+ (violence & profanity),109,229.5,37650.25
8.5,Drama,PG-13 - Teens 13 or older,5.0,1.0,PG-13 - Teens 13 or older,2461,229.5,26133.0
8.5,Slice of Life,PG-13 - Teens 13 or older,13.0,23.0,PG-13 - Teens 13 or older,1089,229.5,37650.25
8.5,Action,R - 17+ (violence & profanity),28.5,23.0,R - 17+ (violence & profanity),128,229.5,37650.25
8.5,Action,PG-13 - Teens 13 or older,1.0,21.0,PG-13 - Teens 13 or older,3168,229.5,28161.0
8.5,Adventure,PG-13 - Teens 13 or older,23.0,22.0,PG-13 - Teens 13 or older,314,229.5,37650.25
8.49,Drama,R - 17+ (violence & profanity),25.0,25.0,R - 17+ (violence & profanity),1701,229.5,24972.0
8.49,Award Winning,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,629,229.5,37650.25
8.49,Action,PG-13 - Teens 13 or older,12.0,24.0,PG-13 - Teens 13 or older,28,229.5,37650.25
8.49,Action,R - 17+ (violence & profanity),12.0,24.0,R - 17+ (violence & profanity),4,229.5,37650.25
8.48,Mystery,R - 17+ (violence & profanity),12.0,22.0,R - 17+ (violence & profanity),39,229.5,37650.25
8.48,Comedy,PG-13 - Teens 13 or older,28.5,24.0,PG-13 - Teens 13 or older,1272,229.5,37650.25
8.48,Action,PG-13 - Teens 13 or older,25.0,23.0,PG-13 - Teens 13 or older,86,229.5,37650.25
8.48,Fantasy,G - All Ages,13.0,24.0,G - All Ages,1787,229.5,33322.0
8.47,Action,R - 17+ (violence & profanity),1.0,1.0,R - 17+ (violence & profanity),605,229.5,37650.25
8.47,Action,PG-13 - Teens 13 or older,12.0,24.0,PG-13 - Teens 13 or older,61,229.5,37650.25
8.47,Mystery,R - 17+ (violence & profanity),25.0,23.0,R - 17+ (violence & profanity),387,229.5,37650.25
8.47,Comedy,PG-13 - Teens 13 or older,26.0,23.0,PG-13 - Teens 13 or older,194,229.5,37650.25
8.46,Action,R - 17+ (violence & profanity),8.0,24.0,R - 17+ (violence & profanity),2066,229.5,37650.25
8.46,Action,R - 17+ (violence & profanity),15.0,25.0,R - 17+ (violence & profanity),1069,229.5,37650.25
8.46,Action,R - 17+ (violence & profanity),24.0,22.0,R - 17+ (violence & profanity),202,229.5,37650.25
8.46,Action,R - 17+ (violence & profanity),12.0,24.0,R - 17+ (violence & profanity),62,229.5,37650.25
8.46,Drama,R - 17+ (violence & profanity),26.0,22.0,R - 17+ (violence & profanity),608,229.5,37650.25
8.46,Action,PG-13 - Teens 13 or older,2.0,24.0,PG-13 - Teens 13 or older,2475,229.5,37650.25
8.46,Action,PG-13 - Teens 13 or older,28.5,23.0,PG-13 - Teens 13 or older,295,229.5,37650.25
8.46,Drama,PG-13 - Teens 13 or older,24.0,22.0,PG-13 - Teens 13 or older,1658,229.5,37650.25
8.45,Sports,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,6641,108.0,3044.0
8.45,Action,PG-13 - Teens 13 or older,8.0,1.0,PG-13 - Teens 13 or older,1253,229.5,37650.25
8.45,Comedy,R - 17+ (violence & profanity),12.0,26.0,R - 17+ (violence & profanity),484,229.5,37650.25
8.45,Drama,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,376,229.5,37650.25
8.45,Action,PG-13 - Teens 13 or older,28.5,24.0,PG-13 - Teens 13 or older,6948,229.5,3098.0
8.44,Comedy,R - 17+ (violence & profanity),6.0,28.0,R - 17+ (violence & profanity),1087,229.5,37650.25
8.44,Action,R - 17+ (violence & profanity),24.0,23.0,R - 17+ (violence & profanity),131,229.5,37650.25
8.44,Comedy,PG-13 - Teens 13 or older,12.0,24.0,PG-13 - Teens 13 or older,248,229.5,37650.25
8.44,Action,R - 17+ (violence & profanity),26.0,23.0,R - 17+ (violence & profanity),5,229.5,37650.25
8.44,Sports,PG-13 - Teens 13 or older,25.0,24.0,PG-13 - Teens 13 or older,37,229.5,37650.25
8.43,Adventure,R - 17+ (violence & profanity),12.0,23.0,R - 17+ (violence & profanity),512,229.5,37650.25
8.43,Drama,R - 17+ (violence & profanity),12.0,29.0,R - 17+ (violence & profanity),180,229.5,37650.25
8.43,Romance,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,2469,229.5,37650.25
8.43,Action,R - 17+ (violence & profanity),13.0,23.0,R - 17+ (violence & profanity),797,229.5,37650.25
8.43,Action,R - 17+ (violence & profanity),12.0,23.0,R - 17+ (violence & profanity),1395,229.5,37650.25
8.42,Adventure,PG-13 - Teens 13 or older,1.0,47.0,PG-13 - Teens 13 or older,2142,125.0,37650.25
8.42,Slice of Life,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,2581,220.0,28451.0
8.42,Drama,PG-13 - Teens 13 or older,13.0,23.0,PG-13 - Teens 13 or older,1352,229.5,37650.25
8.42,Action,PG-13 - Teens 13 or older,2.0,1.0,PG-13 - Teens 13 or older,3487,44.0,17493.0
8.42,Action,PG-13 - Teens 13 or older,11.0,26.0,PG-13 - Teens 13 or older,1568,229.5,37650.25
8.42,Action,R - 17+ (violence & profanity),26.0,25.0,R - 17+ (violence & profanity),607,229.5,37650.25
8.42,Comedy,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,1320,229.5,37650.25
8.42,Adventure,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,241,229.5,37650.25
8.42,Action,PG-13 - Teens 13 or older,28.5,23.0,PG-13 - Teens 13 or older,375,229.5,37650.25
8.42,Action,R - 17+ (violence & profanity),10.0,16.0,R - 17+ (violence & profanity),2680,229.5,37650.25
8.41,Comedy,PG-13 - Teens 13 or older,28.5,5.0,PG-13 - Teens 13 or older,132,229.5,37650.25
8.41,Comedy,PG-13 - Teens 13 or older,24.0,24.0,PG-13 - Teens 13 or older,326,229.5,37650.25
8.41,Action,R - 17+ (violence & profanity),2.0,27.0,R - 17+ (violence & profanity),439,229.5,37650.25
8.41,Action,R - 17+ (violence & profanity),1.0,1.0,R - 17+ (violence & profanity),147,229.5,37650.25
8.41,Horror,R - 17+ (violence & profanity),12.0,22.0,R - 17+ (violence & profanity),734,229.5,37650.25
8.41,Drama,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,536,229.5,37650.25
8.4,Action,PG-13 - Teens 13 or older,1.0,9.0,PG-13 - Teens 13 or older,3932,118.0,21440.0
8.4,Slice of Life,PG-13 - Teens 13 or older,2.0,23.0,PG-13 - Teens 13 or older,3303,77.0,22726.0
8.4,Comedy,PG-13 - Teens 13 or older,4.0,30.0,PG-13 - Teens 13 or older,1439,229.5,37650.25
8.4,Comedy,PG-13 - Teens 13 or older,12.0,25.0,PG-13 - Teens 13 or older,52,229.5,37650.25
8.39,Drama,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,521,229.5,37650.25
8.39,Adventure,G - All Ages,1.0,2.0,G - All Ages,6074,224.0,6390.0
8.39,Action,PG-13 - Teens 13 or older,12.0,24.0,PG-13 - Teens 13 or older,490,229.5,37650.25
8.39,Sports,PG-13 - Teens 13 or older,25.0,24.0,PG-13 - Teens 13 or older,2702,229.5,37650.25
8.39,Action,R - 17+ (violence & profanity),13.0,24.0,R - 17+ (violence & profanity),412,229.5,37650.25
8.39,unknown,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,3880,229.5,12918.0
8.39,Slice of Life,PG-13 - Teens 13 or older,1.0,2.0,PG-13 - Teens 13 or older,2415,229.5,31258.0
8.38,Drama,PG-13 - Teens 13 or older,13.0,23.0,PG-13 - Teens 13 or older,2161,229.5,37650.25
8.38,Adventure,R - 17+ (violence & profanity),1.0,1.0,R - 17+ (violence & profanity),1646,229.5,37650.25
8.38,Drama,PG-13 - Teens 13 or older,23.0,23.0,PG-13 - Teens 13 or older,815,229.5,37650.25
8.38,Drama,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,509,229.5,37650.25
8.38,Drama,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,1971,229.5,37650.25
8.38,Comedy,PG-13 - Teens 13 or older,12.0,24.0,PG-13 - Teens 13 or older,1285,229.5,37650.25
8.38,Drama,PG-13 - Teens 13 or older,25.0,22.0,PG-13 - Teens 13 or older,1064,229.5,37650.25
8.38,Comedy,PG-13 - Teens 13 or older,2.0,25.0,PG-13 - Teens 13 or older,2388,141.0,37650.25
8.38,Action,R - 17+ (violence & profanity),1.0,1.0,R - 17+ (violence & profanity),636,229.5,37650.25
8.37,Drama,PG-13 - Teens 13 or older,6.0,32.0,PG-13 - Teens 13 or older,3672,229.5,10478.0
8.37,Action,PG-13 - Teens 13 or older,28.5,21.0,PG-13 - Teens 13 or older,10415,37.0,1600.0
8.37,Action,R - 17+ (violence & profanity),1.0,2.0,R - 17+ (violence & profanity),1216,229.5,37650.25
8.37,Drama,PG-13 - Teens 13 or older,28.5,23.0,PG-13 - Teens 13 or older,1859,229.5,37650.25
8.37,Drama,PG-13 - Teens 13 or older,22.0,25.0,PG-13 - Teens 13 or older,311,229.5,37650.25
8.37,Drama,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,1228,229.5,37650.25
8.37,Award Winning,PG-13 - Teens 13 or older,12.0,24.0,PG-13 - Teens 13 or older,104,229.5,37650.25
8.37,Sports,PG-13 - Teens 13 or older,13.0,24.0,PG-13 - Teens 13 or older,172,229.5,37650.25
8.37,Slice of Life,PG-13 - Teens 13 or older,12.0,22.0,PG-13 - Teens 13 or older,320,229.5,37650.25
8.36,Action,R - 17+ (violence & profanity),1.0,1.0,R - 17+ (violence & profanity),427,229.5,37650.25
8.36,Action,PG-13 - Teens 13 or older,1.0,10.0,PG-13 - Teens 13 or older,2724,92.0,35544.0
8.36,Slice of Life,PG-13 - Teens 13 or older,12.0,24.0,PG-13 - Teens 13 or older,1819,229.5,37650.25
8.36,Adventure,PG-13 - Teens 13 or older,11.0,23.0,PG-13 - Teens 13 or older,500,229.5,37650.25
8.36,Adventure,R - 17+ (violence & profanity),11.0,23.0,R - 17+ (violence & profanity),95,229.5,37650.25
8.36,Action,PG-13 - Teens 13 or older,12.0,23.0,PG-13 - Teens 13 or older,162,229.5,37650.25
8.36,Action,PG-13 - Teens 13 or older,26.0,24.0,PG-13 - Teens 13 or older,45,229.5,37650.25
8.35,Action,PG-13 - Teens 13 or older,28.5,21.0,PG-13 - Teens 13 or older,9932,105.0,1208.0
8.35,Drama,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,3864,163.0,12014.0
8.35,Action,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,5732,103.0,7269.0
8.35,Award Winning,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,747,229.5,37650.25
8.35,unknown,PG-13 - Teens 13 or older,1.0,54.0,PG-13 - Teens 13 or older,5067,108.0,6107.0
8.35,Comedy,PG-13 - Teens 13 or older,12.0,24.0,PG-13 - Teens 13 or older,270,229.5,37650.25
8.35,Adventure,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,632,229.5,37650.25
8.35,Action,R - 17+ (violence & profanity),13.0,24.0,R - 17+ (violence & profanity),195,229.5,37650.25
8.35,Action,PG-13 - Teens 13 or older,26.0,25.0,PG-13 - Teens 13 or older,606,229.5,37650.25
8.35,Action,R - 17+ (violence & profanity),10.0,49.0,R - 17+ (violence & profanity),182,229.5,37650.25
8.35,Drama,PG-13 - Teens 13 or older,1.0,34.0,PG-13 - Teens 13 or older,726,229.5,37650.25
8.35,Action,R - 17+ (violence & profanity),7.0,24.0,R - 17+ (violence & profanity),228,229.5,37650.25
8.34,Adventure,R - 17+ (violence & profanity),20.0,25.0,R - 17+ (violence & profanity),199,229.5,37650.25
8.34,Drama,PG-13 - Teens 13 or older,17.0,24.0,PG-13 - Teens 13 or older,5616,229.5,5229.0
