score,genres,type,episodes,duration,rating,popularity,favorites,scored_by
7.28,Action,PG - Children,1.0,1.0,PG - Children,8303,16.0,2787.0
7.28,Action,PG-13 - Teens 13 or older,28.5,25.0,PG-13 - Teens 13 or older,5206,141.0,7515.0
7.28,Action,R - 17+ (violence & profanity),1.0,1.0,R - 17+ (violence & profanity),4006,126.0,12854.0
7.28,Action,R - 17+ (violence & profanity),1.0,1.0,R - 17+ (violence & profanity),1347,229.5,37650.25
7.28,Action,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,1235,229.5,37650.25
7.28,Action,PG-13 - Teens 13 or older,12.0,23.0,PG-13 - Teens 13 or older,1374,229.5,37650.25
7.28,Action,R - 17+ (violence & profanity),4.0,15.0,R - 17+ (violence & profanity),2942,229.5,29376.0
7.28,Comedy,PG-13 - Teens 13 or older,10.0,18.0,PG-13 - Teens 13 or older,3054,75.0,33345.0
7.28,Comedy,R - 17+ (violence & profanity),1.0,13.0,R - 17+ (violence & profanity),4713,19.0,13373.0
7.28,Action,R+ - Mild Nudity,28.5,24.0,R+ - Mild Nudity,4757,34.0,7338.0
7.28,Action,PG-13 - Teens 13 or older,1.0,1.0,PG-13 - Teens 13 or older,7443,2.0,3271.0
